processo_id;acao;autor;reu
P-05665;Busca e apreensão;Prefeitura Municipal de Nova Esperança;Carlos Souza
P-05666;Inventário e partilha;GlobalTech Corp.;Secretaria de Saúde de Santa Clara
P-05667;Falência e Recuperação Judicial;Estado de Santa Aurora;Instituto Nacional de Energia Renovável
P-05668;Extinção de condomínio;TechBrasil S.A.;Oficina Mecânica do Zé
P-05669;Execução Cível;Maria Oliveira;AgroVale Ltda.
P-05670;Trabalhista;TechBrasil S.A.;Pedro Henrique Santos
P-05671;Inventário e partilha;João da Silva;Fernanda Costa
P-05672;Ações hipotecárias;Juliana Rocha;João da Silva
P-05673;Extinção de condomínio;Prefeitura Municipal de Nova Esperança;AgroVale Ltda.
P-05674;Execução Fiscal;Instituto Nacional de Energia Renovável;Ricardo Almeida
P-05675;Trabalhista;Pedro Henrique Santos;Fernanda Costa
P-05676;Ações hipotecárias;GlobalTech Corp.;Juliana Rocha
P-05677;Extinção de condomínio;Ricardo Almeida;Juliana Rocha
P-05678;Ações hipotecárias;João da Silva;Construtora Nova Era Ltda.
P-05679;Execução de título extrajudicial;GlobalTech Corp.;Ricardo Almeida
P-05680;Ações hipotecárias;TechBrasil S.A.;Fernanda Costa
P-05681;Falência e Recuperação Judicial;Estado de Santa Aurora;Carlos Souza
P-05682;Execução de alimentos;Oficina Mecânica do Zé;Maria Oliveira
P-05683;Busca e apreensão;Ricardo Almeida;Pedro Henrique Santos
P-05684;Extinção de condomínio;Instituto Nacional de Energia Renovável;AgroVale Ltda.
P-05685;Falência e Recuperação Judicial;Secretaria de Saúde de Santa Clara;Secretaria de Saúde de Santa Clara
P-05686;Execução Fiscal;Prefeitura Municipal de Nova Esperança;Secretaria de Saúde de Santa Clara
P-05687;Execução de alimentos;Juliana Rocha;Oficina Mecânica do Zé
P-05688;Execução de título extrajudicial;Construtora Nova Era Ltda.;Fernanda Costa
P-05689;Busca e apreensão;Maria Oliveira;TechBrasil S.A.
P-05690;Execução de título extrajudicial;Ricardo Almeida;TechBrasil S.A.
P-05691;Execução de alimentos;Juliana Rocha;Oficina Mecânica do Zé
P-05692;Busca e apreensão;Construtora Nova Era Ltda.;TechBrasil S.A.
P-05693;Ações hipotecárias;Maria Oliveira;Construtora Nova Era Ltda.
P-05694;Inventário e partilha;Ana Paula Lima;TechBrasil S.A.
P-05695;Falência e Recuperação Judicial;Instituto Nacional de Energia Renovável;Estado de Santa Aurora
P-05696;Execução de alimentos;GlobalTech Corp.;Pedro Henrique Santos
P-05697;Trabalhista;Instituto Nacional de Energia Renovável;João da Silva
P-05698;Execução de título extrajudicial;Prefeitura Municipal de Nova Esperança;GlobalTech Corp.
P-05699;Execução de alimentos;Instituto Nacional de Energia Renovável;Ana Paula Lima
P-05700;Execução Fiscal;Estado de Santa Aurora;Construtora Nova Era Ltda.
P-05701;Execução Fiscal;Instituto Nacional de Energia Renovável;Oficina Mecânica do Zé
P-05702;Ações hipotecárias;Ricardo Almeida;Fernanda Costa
P-05703;Execução Cível;Oficina Mecânica do Zé;Secretaria de Saúde de Santa Clara
P-05704;Execução de título extrajudicial;Secretaria de Saúde de Santa Clara;Pedro Henrique Santos
P-05705;Execução de alimentos;GlobalTech Corp.;Prefeitura Municipal de Nova Esperança
P-05706;Busca e apreensão;Instituto Nacional de Energia Renovável;Oficina Mecânica do Zé
P-05707;Execução de alimentos;Secretaria de Saúde de Santa Clara;GlobalTech Corp.
P-05708;Busca e apreensão;Ana Paula Lima;Pedro Henrique Santos
P-05709;Falência e Recuperação Judicial;Secretaria de Saúde de Santa Clara;Instituto Nacional de Energia Renovável
P-05710;Busca e apreensão;Carlos Souza;Ana Paula Lima
P-05711;Execução de alimentos;Juliana Rocha;Fernanda Costa
P-05712;Execução Fiscal;Instituto Nacional de Energia Renovável;TechBrasil S.A.
P-05713;Execução Cível;Juliana Rocha;Fernanda Costa
P-05714;Execução de alimentos;Juliana Rocha;Prefeitura Municipal de Nova Esperança
P-05715;Execução Cível;Construtora Nova Era Ltda.;Secretaria de Saúde de Santa Clara
P-05716;Inventário e partilha;Prefeitura Municipal de Nova Esperança;AgroVale Ltda.
P-05717;Execução Fiscal;Prefeitura Municipal de Nova Esperança;AgroVale Ltda.
P-05718;Inventário e partilha;Juliana Rocha;Maria Oliveira
P-05719;Execução Cível;Pedro Henrique Santos;Ricardo Almeida
P-05720;Trabalhista;Ana Paula Lima;João da Silva
P-05721;Busca e apreensão;Secretaria de Saúde de Santa Clara;Secretaria de Saúde de Santa Clara
P-05722;Execução Cível;Juliana Rocha;Construtora Nova Era Ltda.
P-05723;Ações hipotecárias;GlobalTech Corp.;Instituto Nacional de Energia Renovável
P-05724;Trabalhista;Carlos Souza;Pedro Henrique Santos
P-05725;Inventário e partilha;Ricardo Almeida;Ana Paula Lima
P-05726;Falência e Recuperação Judicial;Estado de Santa Aurora;TechBrasil S.A.
P-05727;Falência e Recuperação Judicial;Secretaria de Saúde de Santa Clara;Ricardo Almeida
P-05728;Ações hipotecárias;Secretaria de Saúde de Santa Clara;Ricardo Almeida
P-05729;Ações hipotecárias;Fernanda Costa;Pedro Henrique Santos
P-05730;Execução Fiscal;Instituto Nacional de Energia Renovável;Prefeitura Municipal de Nova Esperança
P-05731;Falência e Recuperação Judicial;Instituto Nacional de Energia Renovável;Secretaria de Saúde de Santa Clara
P-05732;Execução de título extrajudicial;Pedro Henrique Santos;Pedro Henrique Santos
P-05733;Ações hipotecárias;Carlos Souza;João da Silva
P-05734;Execução de alimentos;Estado de Santa Aurora;Fernanda Costa
P-05735;Inventário e partilha;João da Silva;TechBrasil S.A.
P-05736;Execução Cível;Ana Paula Lima;Ricardo Almeida
P-05737;Inventário e partilha;Ana Paula Lima;Juliana Rocha
P-05738;Inventário e partilha;Carlos Souza;Fernanda Costa
P-05739;Falência e Recuperação Judicial;Estado de Santa Aurora;Oficina Mecânica do Zé
P-05740;Execução de título extrajudicial;Ana Paula Lima;GlobalTech Corp.
P-05741;Inventário e partilha;Pedro Henrique Santos;Estado de Santa Aurora
P-05742;Inventário e partilha;João da Silva;Secretaria de Saúde de Santa Clara
P-05743;Execução de alimentos;Oficina Mecânica do Zé;Prefeitura Municipal de Nova Esperança
P-05744;Inventário e partilha;GlobalTech Corp.;Instituto Nacional de Energia Renovável
P-05745;Execução de título extrajudicial;Pedro Henrique Santos;Estado de Santa Aurora
P-05746;Execução de título extrajudicial;Oficina Mecânica do Zé;Secretaria de Saúde de Santa Clara
P-05747;Execução Cível;Ricardo Almeida;AgroVale Ltda.
P-05748;Falência e Recuperação Judicial;Secretaria de Saúde de Santa Clara;Secretaria de Saúde de Santa Clara
P-05749;Execução de título extrajudicial;GlobalTech Corp.;Instituto Nacional de Energia Renovável
P-05750;Execução de alimentos;João da Silva;Secretaria de Saúde de Santa Clara
P-05751;Inventário e partilha;Oficina Mecânica do Zé;João da Silva
P-05752;Extinção de condomínio;Carlos Souza;Oficina Mecânica do Zé
P-05753;Falência e Recuperação Judicial;Estado de Santa Aurora;TechBrasil S.A.
P-05754;Execução de alimentos;Ricardo Almeida;Instituto Nacional de Energia Renovável
P-05755;Execução de título extrajudicial;Secretaria de Saúde de Santa Clara;Instituto Nacional de Energia Renovável
P-05756;Inventário e partilha;João da Silva;Carlos Souza
P-05757;Ações hipotecárias;Maria Oliveira;Instituto Nacional de Energia Renovável
P-05758;Falência e Recuperação Judicial;Estado de Santa Aurora;João da Silva
P-05759;Execução de alimentos;Maria Oliveira;Fernanda Costa
P-05760;Execução de título extrajudicial;GlobalTech Corp.;Ricardo Almeida
P-05761;Falência e Recuperação Judicial;Estado de Santa Aurora;Maria Oliveira
P-05762;Trabalhista;GlobalTech Corp.;Prefeitura Municipal de Nova Esperança
P-05763;Execução de título extrajudicial;Oficina Mecânica do Zé;AgroVale Ltda.
P-05764;Ações hipotecárias;AgroVale Ltda.;Prefeitura Municipal de Nova Esperança
P-05765;Extinção de condomínio;Ana Paula Lima;Fernanda Costa
P-05766;Busca e apreensão;Construtora Nova Era Ltda.;Construtora Nova Era Ltda.
P-05767;Execução de alimentos;AgroVale Ltda.;Juliana Rocha
P-05768;Trabalhista;Ana Paula Lima;Pedro Henrique Santos
P-05769;Falência e Recuperação Judicial;Prefeitura Municipal de Nova Esperança;Construtora Nova Era Ltda.
P-05770;Extinção de condomínio;Carlos Souza;TechBrasil S.A.
P-05771;Trabalhista;Maria Oliveira;João da Silva
P-05772;Execução de alimentos;Instituto Nacional de Energia Renovável;TechBrasil S.A.
P-05773;Extinção de condomínio;Prefeitura Municipal de Nova Esperança;Secretaria de Saúde de Santa Clara
P-05774;Busca e apreensão;Juliana Rocha;Estado de Santa Aurora
P-05775;Busca e apreensão;Carlos Souza;Secretaria de Saúde de Santa Clara
P-05776;Extinção de condomínio;Oficina Mecânica do Zé;Oficina Mecânica do Zé
P-05777;Trabalhista;AgroVale Ltda.;Maria Oliveira
P-05778;Busca e apreensão;Carlos Souza;AgroVale Ltda.
P-05779;Execução Fiscal;Secretaria de Saúde de Santa Clara;Ana Paula Lima
P-05780;Execução de título extrajudicial;GlobalTech Corp.;Prefeitura Municipal de Nova Esperança
P-05781;Execução Fiscal;Instituto Nacional de Energia Renovável;Oficina Mecânica do Zé
P-05782;Inventário e partilha;Maria Oliveira;João da Silva
P-05783;Falência e Recuperação Judicial;Prefeitura Municipal de Nova Esperança;Oficina Mecânica do Zé
P-05784;Execução de título extrajudicial;AgroVale Ltda.;Juliana Rocha
P-05785;Extinção de condomínio;Secretaria de Saúde de Santa Clara;Instituto Nacional de Energia Renovável
P-05786;Execução Fiscal;Prefeitura Municipal de Nova Esperança;Ana Paula Lima
P-05787;Trabalhista;Maria Oliveira;Secretaria de Saúde de Santa Clara
P-05788;Execução de título extrajudicial;Instituto Nacional de Energia Renovável;Oficina Mecânica do Zé
P-05789;Execução de alimentos;Oficina Mecânica do Zé;Maria Oliveira
P-05790;Trabalhista;Ricardo Almeida;Instituto Nacional de Energia Renovável
P-05791;Execução Cível;GlobalTech Corp.;Maria Oliveira
P-05792;Ações hipotecárias;Ricardo Almeida;Construtora Nova Era Ltda.
P-05793;Falência e Recuperação Judicial;Prefeitura Municipal de Nova Esperança;Fernanda Costa
P-05794;Execução Fiscal;Instituto Nacional de Energia Renovável;Estado de Santa Aurora
P-05795;Execução de alimentos;GlobalTech Corp.;Juliana Rocha
P-05796;Ações hipotecárias;Oficina Mecânica do Zé;Ricardo Almeida
P-05797;Trabalhista;Pedro Henrique Santos;Maria Oliveira
P-05798;Execução de título extrajudicial;GlobalTech Corp.;GlobalTech Corp.
P-05799;Trabalhista;AgroVale Ltda.;Secretaria de Saúde de Santa Clara
P-05800;Inventário e partilha;Prefeitura Municipal de Nova Esperança;Construtora Nova Era Ltda.
P-05801;Inventário e partilha;Estado de Santa Aurora;João da Silva
P-05802;Inventário e partilha;Ricardo Almeida;Ricardo Almeida
P-05803;Trabalhista;Secretaria de Saúde de Santa Clara;GlobalTech Corp.
P-05804;Execução Cível;João da Silva;Pedro Henrique Santos
P-05805;Execução de alimentos;AgroVale Ltda.;Fernanda Costa
P-05806;Extinção de condomínio;GlobalTech Corp.;Juliana Rocha
P-05807;Extinção de condomínio;Carlos Souza;Fernanda Costa
P-05808;Inventário e partilha;Prefeitura Municipal de Nova Esperança;Instituto Nacional de Energia Renovável
P-05809;Trabalhista;Prefeitura Municipal de Nova Esperança;Pedro Henrique Santos
P-05810;Execução Cível;Ricardo Almeida;Ricardo Almeida
P-05811;Execução de título extrajudicial;Maria Oliveira;Fernanda Costa
P-05812;Ações hipotecárias;Fernanda Costa;Ana Paula Lima
P-05813;Execução de alimentos;Instituto Nacional de Energia Renovável;Estado de Santa Aurora
P-05814;Extinção de condomínio;Juliana Rocha;Construtora Nova Era Ltda.
P-05815;Busca e apreensão;Construtora Nova Era Ltda.;Construtora Nova Era Ltda.
P-05816;Execução de título extrajudicial;Prefeitura Municipal de Nova Esperança;TechBrasil S.A.
P-05817;Falência e Recuperação Judicial;Instituto Nacional de Energia Renovável;Instituto Nacional de Energia Renovável
P-05818;Falência e Recuperação Judicial;Secretaria de Saúde de Santa Clara;Estado de Santa Aurora
P-05819;Trabalhista;João da Silva;Fernanda Costa
P-05820;Execução de título extrajudicial;Oficina Mecânica do Zé;Estado de Santa Aurora
P-05821;Execução Cível;Carlos Souza;Instituto Nacional de Energia Renovável
P-05822;Inventário e partilha;Instituto Nacional de Energia Renovável;João da Silva
P-05823;Extinção de condomínio;Estado de Santa Aurora;Juliana Rocha
P-05824;Busca e apreensão;Construtora Nova Era Ltda.;Maria Oliveira
P-05825;Busca e apreensão;Secretaria de Saúde de Santa Clara;Ana Paula Lima
P-05826;Falência e Recuperação Judicial;Estado de Santa Aurora;Carlos Souza
P-05827;Trabalhista;Ana Paula Lima;Estado de Santa Aurora
P-05828;Falência e Recuperação Judicial;Instituto Nacional de Energia Renovável;Ricardo Almeida
P-05829;Execução de alimentos;Secretaria de Saúde de Santa Clara;Instituto Nacional de Energia Renovável
P-05830;Execução de título extrajudicial;TechBrasil S.A.;Juliana Rocha
P-05831;Ações hipotecárias;Carlos Souza;Secretaria de Saúde de Santa Clara
P-05832;Execução de título extrajudicial;João da Silva;Ricardo Almeida
P-05833;Trabalhista;Maria Oliveira;TechBrasil S.A.
P-05834;Execução Fiscal;Secretaria de Saúde de Santa Clara;Fernanda Costa
P-05835;Execução Cível;Fernanda Costa;TechBrasil S.A.
P-05836;Execução Cível;Ana Paula Lima;Carlos Souza
P-05837;Ações hipotecárias;Juliana Rocha;Ricardo Almeida
P-05838;Execução Fiscal;Secretaria de Saúde de Santa Clara;Carlos Souza
P-05839;Execução de alimentos;Carlos Souza;Ana Paula Lima
P-05840;Extinção de condomínio;João da Silva;Ana Paula Lima
P-05841;Falência e Recuperação Judicial;Secretaria de Saúde de Santa Clara;João da Silva
P-05842;Execução de alimentos;Prefeitura Municipal de Nova Esperança;Pedro Henrique Santos
P-05843;Inventário e partilha;GlobalTech Corp.;Construtora Nova Era Ltda.
P-05844;Extinção de condomínio;Ana Paula Lima;Carlos Souza
P-05845;Execução Fiscal;Secretaria de Saúde de Santa Clara;João da Silva
P-05846;Trabalhista;Ricardo Almeida;Instituto Nacional de Energia Renovável
P-05847;Execução Cível;AgroVale Ltda.;Carlos Souza
P-05848;Busca e apreensão;Estado de Santa Aurora;Ana Paula Lima
P-05849;Busca e apreensão;Oficina Mecânica do Zé;Carlos Souza
P-05850;Trabalhista;Prefeitura Municipal de Nova Esperança;Instituto Nacional de Energia Renovável
P-05851;Falência e Recuperação Judicial;Prefeitura Municipal de Nova Esperança;Ana Paula Lima
P-05852;Falência e Recuperação Judicial;Estado de Santa Aurora;Instituto Nacional de Energia Renovável
P-05853;Execução Cível;GlobalTech Corp.;Pedro Henrique Santos
P-05854;Execução Cível;Pedro Henrique Santos;João da Silva
P-05855;Execução de título extrajudicial;GlobalTech Corp.;Instituto Nacional de Energia Renovável
P-05856;Busca e apreensão;Pedro Henrique Santos;TechBrasil S.A.
P-05857;Trabalhista;Fernanda Costa;GlobalTech Corp.
P-05858;Ações hipotecárias;Pedro Henrique Santos;TechBrasil S.A.
P-05859;Execução de alimentos;Prefeitura Municipal de Nova Esperança;João da Silva
P-05860;Inventário e partilha;TechBrasil S.A.;Estado de Santa Aurora
P-05861;Extinção de condomínio;Carlos Souza;AgroVale Ltda.
P-05862;Execução de alimentos;Secretaria de Saúde de Santa Clara;João da Silva
P-05863;Trabalhista;Instituto Nacional de Energia Renovável;Instituto Nacional de Energia Renovável
P-05864;Execução de título extrajudicial;GlobalTech Corp.;AgroVale Ltda.
P-05865;Execução Fiscal;Prefeitura Municipal de Nova Esperança;Construtora Nova Era Ltda.
P-05866;Falência e Recuperação Judicial;Secretaria de Saúde de Santa Clara;Construtora Nova Era Ltda.
P-05867;Inventário e partilha;Ricardo Almeida;Juliana Rocha
P-05868;Ações hipotecárias;Instituto Nacional de Energia Renovável;Fernanda Costa
P-05869;Execução Cível;Prefeitura Municipal de Nova Esperança;Juliana Rocha
P-05870;Execução Fiscal;Prefeitura Municipal de Nova Esperança;Ana Paula Lima
P-05871;Falência e Recuperação Judicial;Estado de Santa Aurora;GlobalTech Corp.
P-05872;Execução de título extrajudicial;Ana Paula Lima;Secretaria de Saúde de Santa Clara
P-05873;Busca e apreensão;Pedro Henrique Santos;Ricardo Almeida
P-05874;Busca e apreensão;Ricardo Almeida;Ana Paula Lima
P-05875;Extinção de condomínio;GlobalTech Corp.;GlobalTech Corp.
P-05876;Execução de título extrajudicial;GlobalTech Corp.;GlobalTech Corp.
P-05877;Inventário e partilha;Secretaria de Saúde de Santa Clara;João da Silva
P-05878;Ações hipotecárias;Carlos Souza;TechBrasil S.A.
P-05879;Execução Cível;Fernanda Costa;GlobalTech Corp.
P-05880;Inventário e partilha;Ana Paula Lima;Oficina Mecânica do Zé
P-05881;Execução Cível;Estado de Santa Aurora;Prefeitura Municipal de Nova Esperança
P-05882;Falência e Recuperação Judicial;Estado de Santa Aurora;Estado de Santa Aurora
P-05883;Execução Cível;João da Silva;Carlos Souza
P-05884;Execução de alimentos;Fernanda Costa;Carlos Souza
P-05885;Execução Fiscal;Prefeitura Municipal de Nova Esperança;Construtora Nova Era Ltda.
P-05886;Ações hipotecárias;Juliana Rocha;TechBrasil S.A.
P-05887;Extinção de condomínio;Pedro Henrique Santos;Juliana Rocha
P-05888;Execução de alimentos;Maria Oliveira;João da Silva
P-05889;Execução de alimentos;Pedro Henrique Santos;TechBrasil S.A.
